"arXiv ID","论文标题","研究问题","核心思想","方法/技术路线","数据集/仿真场景","评价指标","结果摘要","创新类型","局限性","ISAC子类别","置信度","发表日期","主分类"
"2604.01721","Phase-Shifted Pilot Design for NOMA-Empowered Uplink ISAC Systems","The deployment of multiple transmitters (TXs) in integrated sensing and communication (ISAC) networks necessitates efficient resource sharing to overcome the limitations of orthogonal allocation....","While conventional interleaved (CI) pilots combined with non-orthogonal multiple access (NOMA) improve spectral efficiency (SE), they inherently compromise sensing resolution due to spectral sparsity, rendering the CI nulling (CIN) extension a...","This paper proposes a phase-shifted (PS) pilot design and its novel PS nulling (PSN) variant to integrate a communication TX (CTX) over the PS-ISAC framework. The PSN variant strategically punctures sensing signals at CTX pilot locations to...","The deployment of multiple transmitters (TXs) in integrated sensing and communication (ISAC) networks necessitates efficient resource sharing to...","The deployment of multiple transmitters (TXs) in integrated sensing and communication (ISAC) networks necessitates efficient resource sharing to overcome the limitations of orthogonal allocation....","To resolve the resulting multi-TX interference, joint iterative interference cancellation (IIC) is adapted for non-nulling configurations and sequential IIC is adapted for nulling variants,...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2026-04-02","eess.SP"
"2512.19699","Holographic MIMO Empowered NOMA-ISAC for 6G: Rate-Splitting Enhanced Near-Field Modeling, Multi-Objective Optimization, and Statistical Performance Validation","Holographic multiple-input multiple-output (MIMO) systems with extremely large apertures enable transformational capabilities for sixth-generation (6G) integrated sensing and communications (ISAC).","Holographic multiple-input multiple-output (MIMO) systems with extremely large apertures enable transformational capabilities for sixth-generation (6G) integrated sensing and communications (ISAC). However, existing non-orthogonal multiple access...","This paper presents a comprehensive holographic MIMO NOMA-ISAC framework featuring: Unified near-field modeling incorporating spatially-correlated Rayleigh fading, spherical wavefront propagation, and sub-wavelength antenna coupling effects;...","Holographic multiple-input multiple-output (MIMO) systems with extremely large apertures enable transformational capabilities for sixth-generation...","This paper presents a comprehensive holographic MIMO NOMA-ISAC framework featuring: Unified near-field modeling incorporating spatially-correlated Rayleigh fading, spherical wavefront propagation,...","Sensing CRLB improvements of \decibel are confirmed with 99\% statistical confidence. The framework establishes rigorous foundations for practical 6G holographic MIMO ISAC deployment.","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Full_Duplex_and_NOMA_ISAC","MEDIUM","2025-11-29","cs.NI"
"2511.08474","Waveform-domain NOMA: An Enabler for ISAC in Uplink Transmission","According to the recent 3GPP decisions on 6G air interface, orthogonal frequency-division multiplexing (OFDM)-based waveforms are the primary candidates for future integrated sensing and...","Affine frequency-division multiplexing (AFDM) and orthogonal time frequency space (OTFS) have been proven to be DFT-s-OFDM based waveforms. This work focuses on such a WD-NOMA system, where AFDM or OTFS is used as uplink waveform and OFDM is...","In contrast, adopting DFT-s-OFDM as uplink signal enables a waveform-domain NOMA(WD-NOMA). Affine frequency-division multiplexing (AFDM) and orthogonal time frequency space (OTFS) have been proven to be DFT-s-OFDM based waveforms. This work...","this paper, we consider a monostatic sensing","Furthermore, a two-dimensional orthogonal matching pursuit (2D-OMP) algorithm is applied for sensing by iteratively identifying delay-Doppler components of each target. Simulation results...","Furthermore, a two-dimensional orthogonal matching pursuit (2D-OMP) algorithm is applied for sensing by iteratively identifying delay-Doppler components of each target. Simulation results...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","HIGH","2025-11-11","eess.SP"
"2511.06270","Blocker-Aware Beamforming and Dynamic Power Allocation for Multicarrier ISAC-NOMA Systems","This paper proposes a blocker-aware multicarrier integrated sensing and communication (ISAC)-non orthogonal multiple access (NOMA) system, leveraging hybrid beamforming and dynamic power...","This paper proposes a blocker-aware multicarrier integrated sensing and communication (ISAC)-non orthogonal multiple access (NOMA) system, leveraging hybrid beamforming and dynamic power allocation to enhance spectrum efficiency in 6G networks....","A channel switching mechanism is deployed to reroute communication through alternative non-line-of-sight paths when the primary line-of-sight links are obstructed. Moreover, a dynamic power allocation strategy enforces a minimum rate constraint...","6G networks. Recognizing the performance degradation caused by","Moreover, a dynamic power allocation strategy enforces a minimum rate constraint for the weak NOMA user, ensuring consistent quality of service. Extensive simulations over multiple blockage...","Notably, under severe blockage, the system achieves up to a 400% sensing rate enhancement at 15 dB SNR, with only a 20% reduction in communication rate. These results corroborate the system's...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Beamforming_and_Precoding","MEDIUM","2025-11-09","eess.SP"
"2511.02282","Performance Analysis of NOMA-Assisted Optical OFDM ISAC Systems with Clipping Distortion","This paper studies the performance of optical orthogonal frequency-division multiplexing (OFDM)-based multi-user integrated sensing and communication (ISAC) systems employing non-orthogonal...","This paper studies the performance of optical orthogonal frequency-division multiplexing (OFDM)-based multi-user integrated sensing and communication (ISAC) systems employing non-orthogonal multiple access (NOMA). Due to their inherent high...","To alleviate the impact of the distortion, we propose a novel transmitter architecture where the clipping processes are performed before NOMA superposition coding. We then analyze the performance of the proposed optical ISAC systems considering...","the effect of NOMA on the achievable sum rate and bit error rate (BER). For the sensing sub","We then analyze the performance of the proposed optical ISAC systems considering the effects of power allocation and clipping distortion. For the communication subsystem, we analyze the effect of...","For the sensing subsystem, the root mean square error (RMSE) and Cramér-Rao bound (CRB) of estimating the transmission distance accuracy are obtained. Simulation results reveal that allocating...","全新方法","未来工作可能包括将此方法扩展到更实际的场景。","Full_Duplex_and_NOMA_ISAC","MEDIUM","2025-11-04","eess.SY"
"2508.17749","Two-Timescale Learning for Pilot-Free ISAC Systems","A pilot-free integrated sensing and communication (ISAC) system is investigated, in which phase-modulated continuous wave (PMCW) and non-orthogonal multiple access (NOMA) waveforms are co-designed...","A pilot-free integrated sensing and communication (ISAC) system is investigated, in which phase-modulated continuous wave (PMCW) and non-orthogonal multiple access (NOMA) waveforms are co-designed to achieve simultaneous target sensing and data...","By treating the deterministic structure of the PMCW waveform as an implicit pilot, the proposed T3former eliminates the overhead associated with traditional pilot-based methods. The proposed T3former processes the received PMCW-NOMA signals on...","A pilot-free integrated sensing and communication (ISAC) system is investigated, in which phase-modulated continuous wave (PMCW) and...","The proposed T3former processes the received PMCW-NOMA signals on two distinct timescales, where a fine-grained attention mechanism captures local features across the fast-time dimension, while a...","The proposed T3former processes the received PMCW-NOMA signals on two distinct timescales, where a fine-grained attention mechanism captures local features across the fast-time dimension, while a...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2025-08-25","cs.IT"
"2506.07909","Double Low-Rank 4D Tensor Decomposition for Circular RIS-Aided mmWave MIMO-NOMA System Channel Estimation in Mobility Scenarios","Channel estimation is not only essential to highly reliable data transmission and massive device access but also an important component of the integrated sensing and communication (ISAC) in the...","Channel estimation is not only essential to highly reliable data transmission and massive device access but also an important component of the integrated sensing and communication (ISAC) in the sixth-generation (6G) mobile communication systems....","Then, by exploiting both the global and local low-rank properties of the received signal, we propose a double low-rank 4D tensor decomposition model to decompose the received signal into four factor matrices, which is efficiently solved via...","downlink channel estimation problem for circular reconfigurable intelligent surface (RIS)-aided millimeter-wave (mmWave) multiple-input...","Subsequently, we propose a two-stage parameter estimation method based on the Jacobi-Anger expansion and the special structure of circular RIS to uniquely decouple the angle parameters....","Finally, a concise closed-form expression for the Cramér-Rao bound (CRB) is derived as a performance benchmark. Numerical experiments are conducted to demonstrate the effectiveness of the proposed...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","RIS_Metasurface_ISAC","MEDIUM","2025-06-09","eess.SP"
"2412.17160","Unveiling the Potential of NOMA: A Journey to Next Generation Multiple Access","Revolutionary sixth-generation wireless communications technologies and applications, notably digital twin networks (DTN), connected autonomous vehicles (CAVs), space-air-ground integrated...","Revolutionary sixth-generation wireless communications technologies and applications, notably digital twin networks (DTN), connected autonomous vehicles (CAVs), space-air-ground integrated networks (SAGINs), zero-touch networks, industry 5.0, and...","NGMA enables massive connectivity in the 6G era, optimizing NGWN operations beyond current multiple access (MA) schemes. This survey showcases non-orthogonal multiple access (NOMA) as NGMA's frontrunner, exploring What has NOMA delivered?, What...","Revolutionary sixth-generation wireless communications technologies and applications, notably digital twin networks (DTN), connected autonomous...","Additionally, we explore NOMA's interplay with state-of-the-art wireless technologies, highlighting its advantages and technical challenges. Finally, we unveil NOMA research trends in the 6G era...","Additionally, we explore NOMA's interplay with state-of-the-art wireless technologies, highlighting its advantages and technical challenges. Finally, we unveil NOMA research trends in the 6G era...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Full_Duplex_and_NOMA_ISAC","MEDIUM","2024-12-22","cs.IT"
"2408.17449","Performance Analysis of Pair-wise Symbol Detection in Uplink NOMA-ISaC Systems","This paper investigates the bit error rate (BER) and outage probability performance of integrated sensing and communication (ISaC) in uplink non-orthogonal multiple access (NOMA) based Internet of...","This paper investigates the bit error rate (BER) and outage probability performance of integrated sensing and communication (ISaC) in uplink non-orthogonal multiple access (NOMA) based Internet of Things (IoT) systems. Specifically, we consider...","This is akin to multi-symbol rate NOMA systems except in this case as the radar bears no data, its waveform is manipulated to be orthogonal to the transmitted communication signal. To eliminate potential decision ambiguity during the pair-wise...","This paper investigates the bit error rate (BER) and outage probability performance of integrated sensing and communication (ISaC) in uplink...","To eliminate potential decision ambiguity during the pair-wise data detection, a constant phase-offset between adjacent communication symbols is applied at the transmitter. The performance of such...","The results show that the derived expressions are perfectly matched with the simulation results. The obtained expressions provide an insight into the performance of this novel ISaC system...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2024-08-30","eess.SP"
"2408.04724","Performance Analysis of FAS-Aided NOMA-ISAC: A Backscattering Scenario","This paper investigates a two-user downlink system for integrated sensing and communication (ISAC) in which the two users deploy a fluid antenna system (FAS) and adopt the nonorthogonal multiple...","This paper investigates a two-user downlink system for integrated sensing and communication (ISAC) in which the two users deploy a fluid antenna system (FAS) and adopt the nonorthogonal multiple access (NOMA) strategy. Specifically, the...","Furthermore, the BS extracts environmental information from the same backscatter signal in the sensing stage. Firstly, we derive closed-form expressions for both the cumulative distribution function (CDF) and probability density function (PDF) of...","This paper investigates a two-user downlink system for integrated sensing and communication (ISAC) in which the two users deploy a fluid antenna...","Firstly, we derive closed-form expressions for both the cumulative distribution function (CDF) and probability density function (PDF) of the equivalent channel at the users utilizing the moment...","In addition, we get a closed-form expression for the ergodic sensing rate (ESR) using the Cramer-Rao lower bound (CRLB). Finally, the accuracy of our analytical results is validated numerically,...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Full_Duplex_and_NOMA_ISAC","MEDIUM","2024-08-08","cs.IT"
"2606.11351","MJSAC: McCormick Relaxation-based Waveform Design for Joint Sensing and Communication","In the upcoming 5G Advanced and 6G technologies, joint sensing and communication (JSAC) will play a pivotal role in enabling the simultaneous utilization of hardware and spectrum resources for...","In the upcoming 5G Advanced and 6G technologies, joint sensing and communication (JSAC) will play a pivotal role in enabling the simultaneous utilization of hardware and spectrum resources for communication and sensing tasks. While current...","Designing beampattern invariance covariance matrices with maximal distances among themselves poses a challenging non-convex problem. In this paper, we introduce a novel waveform design method based on McCormick relaxation called McCormick-based...","In the upcoming 5G Advanced and 6G technologies, joint sensing and communication (JSAC) will play a pivotal role in enabling the simultaneous...","Also, MJSAC eliminates the requirement for channel information to generate the covariance matrices. Through simulations, we demonstrate that MJSAC outperforms conventional algorithms, even those...","Also, MJSAC eliminates the requirement for channel information to generate the covariance matrices. Through simulations, we demonstrate that MJSAC outperforms conventional algorithms, even those...","全新方法","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2026-06-09","cs.IT"
"2605.11915","ISAC for AI: A Trade-off Framework Across Data Acquisition and Transfer in Federated Learning","In this paper, we propose a resource allocation framework for federated learning (FL) in integrated sensing and communication (ISAC) systems, where we consider not only the reliability of model...","In this paper, we propose a resource allocation framework for federated learning (FL) in integrated sensing and communication (ISAC) systems, where we consider not only the reliability of model transfer through communication, but also the quality...","This is non-trivial due to the intricate coupling among sensing data quality, transmission reliability, and communication resource allocation; nevertheless, it enables a principled joint optimization framework that directly enhances learning...","In this paper, we propose a resource allocation framework for federated learning (FL) in integrated sensing and communication (ISAC) systems,...","In this paper, we propose a resource allocation framework for federated learning (FL) in integrated sensing and communication (ISAC) systems, where we consider not only the reliability of model...","Utilizing this upper bound, the original intractable optimization problem can be reformulated into a tractable resource allocation problem that jointly optimizes the sensing transmit power, number...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-05-12","eess.SP"
"2604.26552","Cooperative OFDM-ISAC Networks: Performance Analysis and Resource Allocation","Cooperative integrated sensing and communication (ISAC) based on orthogonal frequency-division multiplexing (OFDM) enables network-wide sensing by exploiting the spatial diversity of...","Cooperative integrated sensing and communication (ISAC) based on orthogonal frequency-division multiplexing (OFDM) enables network-wide sensing by exploiting the spatial diversity of multi-base-station (BS). This paper studies performance...","Two fusion architectures are considered: signal-level fusion (SLF), which forwards raw echoes to a fusion center, and parameter-level fusion (PLF), which reports only local delay/Doppler estimates and their uncertainty information. For SLF, we...","the SLF CRB under restrictive","An efficient solution is developed via Schur-complement reformulations and penalty-based alternating optimization. Numerical results validate the analysis, demonstrate effective ambiguity-sidelobe...","An efficient solution is developed via Schur-complement reformulations and penalty-based alternating optimization. Numerical results validate the analysis, demonstrate effective ambiguity-sidelobe...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","MEDIUM","2026-04-29","eess.SP"
"2604.24369","Beam Scheduling for Cross-Layer ISAC: A Deep Reinforcement Learning Approach","Resource allocation in integrated sensing and communication (ISAC) systems needs to be optimized to balance the requirements of the communication and sensing modules considering complicated...","Resource allocation in integrated sensing and communication (ISAC) systems needs to be optimized to balance the requirements of the communication and sensing modules considering complicated cross-layer data traffic and queue status in dynamic...","Rather than relying on explicit channel state information, the DRL-assisted beam allocation reduces feedback overhead by leveraging sensing observations. Simulation results verify that the DRL framework effectively takes buffer status into...","dynamic multi-user","Rather than relying on explicit channel state information, the DRL-assisted beam allocation reduces feedback overhead by leveraging sensing observations. Simulation results verify that the DRL...","Rather than relying on explicit channel state information, the DRL-assisted beam allocation reduces feedback overhead by leveraging sensing observations. Simulation results verify that the DRL...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2026-04-27","eess.SP"
"2604.19599","Active Inference-Enabled Agentic Closed-Loop ISAC with Long-Horizon Planning","Wireless agentic systems enable agents to autonomously perceive, reason, and act.","Wireless agentic systems enable agents to autonomously perceive, reason, and act. However, existing works neglect the tight coupling between sensing and control in closed-loop integrated sensing and communication (ISAC) systems.","However, existing works neglect the tight coupling between sensing and control in closed-loop integrated sensing and communication (ISAC) systems. In this paper, we propose an active inference (AIF)-driven wireless agentic system for closed-loop...","Wireless agentic systems enable agents to autonomously perceive, reason, and act. However, existing works neglect the tight coupling between...","The AIF agent maintains a generative model as a digital twin by integrating a localization model for uncertainty-aware state inference and a localization channel knowledge map (CKM) for...","The AIF agent maintains a generative model as a digital twin by integrating a localization model for uncertainty-aware state inference and a localization channel knowledge map (CKM) for...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","MEDIUM","2026-04-21","eess.SP"
"2603.16442","Uplink Networked Sensing via Multiuser Correlation Exploitation","In this correspondence, we investigate networked sensing in perceptive mobile networks under a bistatic multi-transmitter single-receiver uplink topology, where multiple user equipments (UEs)...","In this correspondence, we investigate networked sensing in perceptive mobile networks under a bistatic multi-transmitter single-receiver uplink topology, where multiple user equipments (UEs) transmit signals over orthogonal frequency-division...","We therefore formulate an asynchronous multi-user uplink OFDMA sensing model and exploit common delay-cluster sparsity across UEs. A line-of-sight (LoS)-referenced calibration first suppresses the offsets, after which a shared-private...","and exploit common delay-cluster sparsity across UEs. A line-of-sight (","Doppler and angle of arrival are then estimated from temporal and spatial phase differences. Simulation results show that the proposed scheme outperforms per-user processing, particularly under...","Doppler and angle of arrival are then estimated from temporal and spatial phase differences. Simulation results show that the proposed scheme outperforms per-user processing, particularly under...","全新方法","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2026-03-17","eess.SP"
"2603.11502","ISAC-Enabled Multi-UAV Collaborative Target Sensing for Low-Altitude Economy","Integrated sensing and communication (ISAC) has attracted growing research interests to facilitate the large-scale development of the low-altitude economy (LAE). However, the high dynamics of...","Integrated sensing and communication (ISAC) has attracted growing research interests to facilitate the large-scale development of the low-altitude economy (LAE). However, the high dynamics of low-altitude targets may overwhelm fixed ISAC systems,...","In this paper, we propose an ISAC-enabled multi-UAV dynamic collaborative target sensing scheme, where UAVs can dynamically adjust their flight and resource allocation for cooperative sensing of mobile target through communicating with the...","Integrated sensing and communication (ISAC) has attracted growing research interests to facilitate the large-scale development of the low-altitude...","Then the UAVs' trajectories and bandwidth allocation are alternatively optimized based on the descent direction search algorithm. Finally, numerical results are provided to validate the...","Then the UAVs' trajectories and bandwidth allocation are alternatively optimized based on the descent direction search algorithm. Finally, numerical results are provided to validate the...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2026-03-12","eess.SY"
"2602.15209","Secure High-Resolution ISAC via Multi-Layer Intelligent Metasurfaces: A Layered Optimization Framework","Integrated sensing and communication (ISAC) has emerged as a pivotal technology for next-generation wireless networks, enabling simultaneous data transmission and environmental sensing. However,...","However, existing ISAC systems face fundamental limitations in achieving high-resolution sensing while maintaining robust communication security and spectral efficiency. This paper introduces a transformative approach leveraging stacked...","However, existing ISAC systems face fundamental limitations in achieving high-resolution sensing while maintaining robust communication security and spectral efficiency. This paper introduces a transformative approach leveraging stacked...","practical hardware constraints. The proposed layered block coordinate descent algorithm efficiently coordinates sensing","Integrated sensing and communication (ISAC) has emerged as a pivotal technology for next-generation wireless networks, enabling simultaneous data transmission and environmental sensing. However,...","Extensive simulations demonstrate significant performance gains over conventional approaches, achieving 32-61\% improvement in sensing accuracy and 15-35\% enhancement in secrecy rates while...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","RIS_Metasurface_ISAC","MEDIUM","2026-02-16","eess.SP"
"2602.09754","A Dual Belief-Driven Bayesian-Stackelberg Framework for Low-Complexity and Secure Near-Field ISAC Systems","Ensuring robust security in near-field Integrated Sensing and Communication (ISAC) systems remains a critical challenge due to dynamic channel conditions, multi-eavesdropper threats, and the high...","Ensuring robust security in near-field Integrated Sensing and Communication (ISAC) systems remains a critical challenge due to dynamic channel conditions, multi-eavesdropper threats, and the high computational burden of real-time optimization at...","The dual-algorithm design integrates (i) Adaptive Hybrid Node Role Switching between secure transmission and cooperative jamming (ii) Belief-Driven Sensing and Beamforming for confidence based resource allocation. The proposed unified framework...","near-field Integrated Sensing and Communication (ISAC) systems remains a critical challenge due to dynamic channel","Simulation results across carrier frequencies ranging from 28 to 410 GHz demonstrate that the method achieves up to a 35% increase in secrecy rates and a success rate exceeding 98%, outperforming...","The dual-algorithm design integrates (i) Adaptive Hybrid Node Role Switching between secure transmission and cooperative jamming (ii) Belief-Driven Sensing and Beamforming for confidence based...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Security_and_Privacy","MEDIUM","2026-02-10","eess.SP"
"2602.04209","Maneuverable-Jamming-Aided Secure Communication and Sensing in A2G-ISAC Systems","In this paper, we propose a maneuverablejamming-aided secure communication and sensing (SCS) scheme for an air-to-ground integrated sensing and communication (A2G-ISAC) system, where a...","In this paper, we propose a maneuverablejamming-aided secure communication and sensing (SCS) scheme for an air-to-ground integrated sensing and communication (A2G-ISAC) system, where a dual-functional source UAV and a maneuverable jamming UAV...","By dividing the mission into the secure communication (SC) phase and the SCS phase, the A2G-ISAC system can focus on optimizing distinct objectives separately. In the SC phase, a block coordinate descent algorithm employing the trust-region...","hybrid monostatic-bistatic radar","For the SCS phase, a weighted distance minimization problem determines the suitable dual-UAV sensing positions by a greedy algorithm, followed by the joint optimization of source beamforming and...","For the SCS phase, a weighted distance minimization problem determines the suitable dual-UAV sensing positions by a greedy algorithm, followed by the joint optimization of source beamforming and...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Security_and_Privacy","MEDIUM","2026-02-04","eess.SP"
"2601.11110","Hybrid Resource Allocation Scheme for Bistatic ISAC with Data Channels","Bistatic integrated sensing and communication (ISAC) enables efficient reuse of the existing cellular infrastructure and is likely to play an important role in future sensing networks.","One of the challenges associated with this approach is resource allocation: the communication link aims to transmit higher modulation order (MO) symbols to maximize the throughput, whereas a lower MO is preferable for sensing to achieve a higher...","One of the challenges associated with this approach is resource allocation: the communication link aims to transmit higher modulation order (MO) symbols to maximize the throughput, whereas a lower MO is preferable for sensing to achieve a higher...","Bistatic integrated sensing and communication (ISAC) enables efficient reuse of the existing cellular infrastructure and is likely to play an...","By placing lower MO symbols as pseudo-pilots on a suitable sensing grid, we enhance the bistatic sensing performance while only slightly reducing the spectral efficiency of the communication link....","By placing lower MO symbols as pseudo-pilots on a suitable sensing grid, we enhance the bistatic sensing performance while only slightly reducing the spectral efficiency of the communication link....","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Waveform_Design","MEDIUM","2026-01-16","eess.SP"
"2512.02843","ISAC-Powered Distributed Matching and Resource Allocation in Multi-band NTN","Scalability is a major challenge in non-geostationary orbit (NGSO) satellite networks due to the massive number of ground users sharing the limited sub-6 GHz spectrum.","Scalability is a major challenge in non-geostationary orbit (NGSO) satellite networks due to the massive number of ground users sharing the limited sub-6 GHz spectrum. Using K- and higher bands is a promising alternative to increase the...","Using K- and higher bands is a promising alternative to increase the accessible bandwidth, but these bands are subject to significant atmospheric attenuation, notably rainfall, which can lead to degraded performance and link outages. We present...","5G Non-Terrestrial Network (NTN) wide-area","It is based on distributed mechanisms for atmospheric sensing, cell-to-satellite matching, and resource allocation (RA) in a 5G Non-Terrestrial Network (NTN) wide-area scenario with quasi-Earth...","It is based on distributed mechanisms for atmospheric sensing, cell-to-satellite matching, and resource allocation (RA) in a 5G Non-Terrestrial Network (NTN) wide-area scenario with quasi-Earth...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2025-12-02","cs.NI"
"2511.13006","Cooperative ISAC for LAE: Joint Trajectory Planning, Power allocation, and Dynamic Time Division","To enhance the performance of aerial-ground networks, this paper proposes an integrated sensing and communication (ISAC) framework for multi-UAV systems.","To enhance the performance of aerial-ground networks, this paper proposes an integrated sensing and communication (ISAC) framework for multi-UAV systems. In our model, ground base stations (BSs) cooperatively serve multiple unmanned aerial...","To maximize the sum communication rate while satisfying a mission-level cumulative radar mutual information (MI) requirement, we jointly optimize the UAV trajectories, communication and sensing power allocation, and the time-division ratio. The...","To enhance the performance of aerial-ground networks, this paper proposes an integrated sensing and communication (ISAC) framework for multi-UAV...","The resulting highly coupled non-convex optimization problem is efficiently solved using an alternating optimization (AO) and successive convex approximation (SCA) framework, which yields a...","The resulting highly coupled non-convex optimization problem is efficiently solved using an alternating optimization (AO) and successive convex approximation (SCA) framework, which yields a...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2025-11-17","eess.SY"
"2511.05789","Digital Twin-Assisted Task Offloading and Resource Allocation in ISAC-Enabled Internet of Vehicles","The convergence of the Internet of vehicles (IoV) and 6G networks is driving the evolution of next-generation intelligent transportation systems. However, IoV networks face persistent challenges,...","The convergence of the Internet of vehicles (IoV) and 6G networks is driving the evolution of next-generation intelligent transportation systems. However, IoV networks face persistent challenges, including low spectral efficiency in vehicular...","The objective is to minimize the long-term average system cost, defined as a weighted combination of delay and energy consumption, while ensuring queue stability over time. To address this, we employ an ISAC-enabled design and introduce two...","the problem of digital twin (DT)-assisted task offloading and resource allocation in integrated sensing and communication (ISAC)-enabled IoV","The convergence of the Internet of vehicles (IoV) and 6G networks is driving the evolution of next-generation intelligent transportation systems. However, IoV networks face persistent challenges,...","Building upon this, we propose a Lyapunov-driven DT-enhanced multi-agent proximal policy optimization (Ly-DTMPPO) algorithm, which leverages DT for global state awareness and intelligent...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","HIGH","2025-11-08","cs.NI"
"2510.25496","Dynamic Beamforming and Power Allocation in ISAC via Deep Reinforcement Learning","Integrated Sensing and Communication (ISAC) is a key enabler in 6G networks, where sensing and communication capabilities are designed to complement and enhance each other.","Integrated Sensing and Communication (ISAC) is a key enabler in 6G networks, where sensing and communication capabilities are designed to complement and enhance each other. One of the main challenges in ISAC lies in resource allocation, which...","In this paper, we propose a Deep Reinforcement Learning (DRL)-based approach for dynamic beamforming and power allocation in ISAC systems. The DRL agent interacts with the environment and learns optimal strategies through trial and error, guided...","challenges in ISAC lies in resource allocation, which becomes computationally demanding in dynamic","The DRL agent interacts with the environment and learns optimal strategies through trial and error, guided by predefined rewards. Simulation results show that the DRL-based solution converges...","The DRL agent interacts with the environment and learns optimal strategies through trial and error, guided by predefined rewards. Simulation results show that the DRL-based solution converges...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Beamforming_and_Precoding","MEDIUM","2025-10-29","eess.SP"
"2510.02363","Precise HDV Positioning through Safety-Aware Integrated Sensing and Communication in a Value-of-Information-Driven 6G V2X System","These capabilities are vital for transmitting safety-critical data from Connected Autonomous Vehicles (CAVs) to improve metrics such as Time to Collision (TTC) and reduce the Collision Risk (CR)...","ISAC plays a pivotal role here by enabling the sensing of HDV positions via shared communication infrastructure, improving environmental awareness. To address these challenges, this paper proposes a novel Value of Information (VoI) metric that...","The joint sensing-communication-control problem is modeled as a two-time-scale sequential decision process and solved using a Multi-Agent Distributed Deterministic Policy Gradient (MADDPG) algorithm. By focusing on high- VoI data, the framework...","major obstacles to achieving both precision and capacity simultaneously. The challenge intensifies in mixedtraffic","By focusing on high- VoI data, the framework reduces complexity and optimizes network and traffic resource usage. Simulations show that the proposed approach significantly reduces the CR ratio by...","By focusing on high- VoI data, the framework reduces complexity and optimizes network and traffic resource usage. Simulations show that the proposed approach significantly reduces the CR ratio by...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","HIGH","2025-09-28","eess.SY"
"2509.10240","Cooperative Base Station Assignment and Resource Allocation for 6G ISAC Network","In the upcoming 6G networks, integrated sensing and communications (ISAC) will be able to provide a performance boost in both perception and wireless connectivity.","The posterior Cramer-Rao lower bound and the achievable rate with respect to transmit power and bandwidth are derived and utilized as optimization criteria for the CBARA scheme. We develop a heuristic alternating optimization algorithm to obtain...","In this context, a cooperative BS assignment and resource allocation (CBARA) strategy is proposed in this paper, aiming at jointly optimizing the communication and sensing (C&S) performance. The posterior Cramer-Rao lower bound and the achievable...","In the upcoming 6G networks, integrated sensing and communications (ISAC) will be able to provide a performance boost in both perception and...","We develop a heuristic alternating optimization algorithm to obtain an effective sub-optimal solution for the non-convex optimization problem caused by multiple coupled variables. Numerical...","We develop a heuristic alternating optimization algorithm to obtain an effective sub-optimal solution for the non-convex optimization problem caused by multiple coupled variables. Numerical...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2025-09-12","cs.IT"
